"Cameras","feature1","feature2","feature3","log_lik1","log_lik2","log_lik3","log_lik4","clus_prob1","clus_prob2","clus_prob3","clus_prob4","cluster_labels"
"Pentax_OptioA40_0_30534.JPG",78.276894,93.226311,-11.955373,-502.717228409365,-3.00070111286455,-146.814155188126,-264.201387928273,6.26362085957551e-08,0.999999812091374,6.26362085957551e-08,6.26362085957551e-08,1
"Pentax_OptioA40_0_30535.JPG",78.231712,93.153114,-11.520083,-494.306546605969,-3.0565218781374,-144.046058639437,-261.821977026719,6.62320360312816e-08,0.999999801303892,6.62320360312816e-08,6.62320360312816e-08,1
"Pentax_OptioA40_0_30536.JPG",78.378578,92.926979,-11.209093,-486.276843150396,-3.11914894859927,-141.066244211079,-257.927133584242,7.05125936495544e-08,0.999999788462219,7.05125936495544e-08,7.05125936495544e-08,1
"Pentax_OptioA40_0_30537.JPG",78.281372,92.84861,-12.19811,-497.412769263822,-2.93806217630075,-145.069636977592,-260.996827510009,5.88330988186296e-08,0.999999823500704,5.88330988186296e-08,5.88330988186296e-08,1
"Pentax_OptioA40_0_30538.JPG",78.470039,93.246941,-12.17396,-508.497312664666,-3.00439672233051,-148.406114551193,-264.934166915336,6.28681157581553e-08,0.999999811395653,6.28681157581553e-08,6.28681157581553e-08,1
"Pentax_OptioA40_0_30539.JPG",78.210747,92.707535,-11.415975,-482.192066271032,-3.0378948113885,-140.035727946149,-256.588895854494,6.50097469670395e-08,0.999999804970759,6.50097469670395e-08,6.50097469670395e-08,1
"Pentax_OptioA40_0_30540.JPG",78.024666,92.881935,-10.931074,-477.603583070348,-3.10546744383411,-138.818907839852,-257.1161561792,6.95544449357944e-08,0.999999791336665,6.95544449357944e-08,6.95544449357944e-08,1
"Pentax_OptioA40_0_30541.JPG",77.914368,92.880623,-12.27704,-495.372502762886,-2.86718615834581,-145.082509897943,-262.359503223756,5.48075851630079e-08,0.999999835577245,5.48075851630079e-08,5.48075851630079e-08,1
"Pentax_OptioA40_0_30542.JPG",77.723274,93.898369,-11.49839,-506.424987658815,-3.03264510302731,-149.022077674603,-271.004851177643,6.46693590933838e-08,0.999999805991923,6.46693590933838e-08,6.46693590933838e-08,1
"Pentax_OptioA40_0_30543.JPG",78.603264,92.442589,-11.152451,-476.750496307723,-3.13531173425009,-137.457165596491,-252.031962247509,7.166153328031e-08,0.9999997850154,7.166153328031e-08,7.166153328031e-08,1
"Pentax_OptioA40_0_30544.JPG",77.784805,93.353821,-10.691463,-482.981713696401,-3.14705625107554,-141.042798944672,-261.958392751027,7.25081247925875e-08,0.999999782475626,7.25081247925875e-08,7.25081247925875e-08,1
"Pentax_OptioA40_0_30545.JPG",78.619614,93.624794,-12.534097,-524.494563319177,-3.01087938283886,-153.511604740817,-270.318398110796,6.32769921778551e-08,0.999999810169024,6.32769921778551e-08,6.32769921778551e-08,1
"Pentax_OptioA40_0_30546.JPG",77.780037,93.699631,-12.041012,-509.94474806776,-2.94072959822192,-150.15406776172,-270.740876253845,5.89902409681119e-08,0.999999823029277,5.89902409681119e-08,5.89902409681119e-08,1
"Pentax_OptioA40_0_30547.JPG",78.98053,93.607834,-11.147194,-508.323594403594,-3.29405518693175,-147.254118688847,-264.157349515055,8.39899804704447e-08,0.999999748030059,8.39899804704447e-08,8.39899804704447e-08,1
"Pentax_OptioA40_0_30548.JPG",78.432625,93.372849,-10.460673,-487.365572702881,-3.30422751856747,-141.295689422386,-260.175523602256,8.48487143740517e-08,0.999999745453857,8.48487143740517e-08,8.48487143740517e-08,1
"Pentax_OptioA40_0_30549.JPG",79.021873,93.227043,-12.870463,-524.641520239981,-3.0162534099337,-152.840033775613,-266.609818212768,6.36179597255857e-08,0.999999809146121,6.36179597255857e-08,6.36179597255857e-08,1
"Pentax_OptioA40_0_30550.JPG",79.053787,92.774635,-10.573492,-481.763744499237,-3.35545321224115,-138.227259652226,-252.860755587352,8.93083970744903e-08,0.999999732074809,8.93083970744903e-08,8.93083970744903e-08,1
"Pentax_OptioA40_0_30551.JPG",77.391586,92.598816,-12.656944,-489.039435566142,-2.71537292520455,-143.975893116432,-261.875147462651,4.70878684365609e-08,0.999999858736395,4.70878684365609e-08,4.70878684365609e-08,1
"Pentax_OptioA40_0_30552.JPG",76.960976,92.963203,-11.859203,-481.495028437346,-2.79394930432043,-142.092390785083,-263.54186287192,5.093711135927e-08,0.999999847188666,5.093711135927e-08,5.093711135927e-08,1
"Pentax_OptioA40_0_30553.JPG",77.167747,92.459435,-11.029494,-460.272515681214,-2.92598979459143,-134.583450196501,-254.556535492392,5.81271133947613e-08,0.99999982561866,5.81271133947613e-08,5.81271133947613e-08,1
"Pentax_OptioA40_0_30554.JPG",77.867989,93.665459,-10.135606,-484.074604683736,-3.29791745451835,-141.24992503017,-263.45037394418,8.4314999391203e-08,0.999999747055002,8.4314999391203e-08,8.4314999391203e-08,1
"Pentax_OptioA40_0_30555.JPG",79.274536,92.236008,-12.420764,-497.779748821767,-3.05335855820659,-143.299456033501,-253.479816306389,6.602285399626e-08,0.999999801931438,6.602285399626e-08,6.602285399626e-08,1
"Pentax_OptioA40_0_30556.JPG",78.826233,91.678268,-11.914576,-472.644559931005,-2.99840607436746,-135.728351311709,-246.255279972004,6.24926209542577e-08,0.999999812522137,6.24926209542577e-08,6.24926209542577e-08,1
"Pentax_OptioA40_0_30557.JPG",77.943878,91.087685,-11.514274,-444.250533267038,-2.86616399383513,-127.883982714361,-240.116321401372,5.47515914290862e-08,0.999999835745226,5.47515914290862e-08,5.47515914290862e-08,1
"Pentax_OptioA40_0_30558.JPG",80.720314,92.298592,-10.283712,-487.315297021971,-3.75917180106512,-136.618931762637,-244.134045928824,1.33728807790113e-07,0.999999598813577,1.33728807790113e-07,1.33728807790113e-07,1
"Pentax_OptioA40_0_30559.JPG",79.514481,92.12468,-11.917322,-490.722499025711,-3.16864029601579,-140.390577932486,-249.877940254912,7.40901548386233e-08,0.999999777729536,7.40901548386233e-08,7.40901548386233e-08,1
"Pentax_OptioA40_0_30560.JPG",79.724884,92.284012,-11.679725,-493.478785241405,-3.2628812848648,-140.853143793054,-250.34690691086,8.14120763294163e-08,0.999999755763771,8.14120763294163e-08,8.14120763294163e-08,1
"Pentax_OptioA40_0_30561.JPG",79.828423,92.211838,-11.217085,-486.628200627375,-3.35911319410439,-138.314269480605,-247.698947511356,8.96358629648855e-08,0.999999731092411,8.96358629648855e-08,8.96358629648855e-08,1
"Pentax_OptioA40_0_30562.JPG",79.398979,91.681725,-10.798891,-463.866879494636,-3.30627209791632,-131.576247543285,-241.245317687219,8.5022371711847e-08,0.999999744932885,8.5022371711847e-08,8.5022371711847e-08,1
"Pentax_OptioA40_0_30624.JPG",78.088943,91.827461,-12.442545,-475.559660302878,-2.79950648469845,-138.177942120254,-251.299726140488,5.12209660022536e-08,0.999999846337102,5.12209660022536e-08,5.12209660022536e-08,1
"Pentax_OptioA40_0_30625.JPG",78.186455,92.408394,-13.267748,-502.360736915528,-2.75739380677346,-147.09576401682,-260.887551528878,4.91087030677382e-08,0.999999852673891,4.91087030677382e-08,4.91087030677382e-08,1
"Pentax_OptioA40_0_30626.JPG",77.576424,94.523132,-12.23954,-530.856707058272,-2.94503452247861,-157.523022019206,-281.212618358647,5.92447368268465e-08,0.99999982226579,5.92447368268465e-08,5.92447368268465e-08,1
"Pentax_OptioA40_0_30627.JPG",78.30262,91.575249,-11.031289,-452.17839397733,-3.04350622488684,-129.825283808475,-242.842878899297,6.53755688723728e-08,0.999999803873293,6.53755688723728e-08,6.53755688723728e-08,1
"Pentax_OptioA40_0_30628.JPG",78.46077,92.040009,-10.06071,-451.58040666371,-3.29758965760016,-129.308060589815,-244.301548361714,8.42873657329253e-08,0.999999747137903,8.42873657329253e-08,8.42873657329253e-08,1
"Pentax_OptioA40_0_30629.JPG",77.908363,92.375572,-9.92877,-451.577283575519,-3.25495414917741,-130.341976732477,-248.55163117526,8.07692631620302e-08,0.999999757692211,8.07692631620302e-08,8.07692631620302e-08,1
"Pentax_OptioA40_0_30630.JPG",77.044685,94.268051,-10.783229,-498.766362072738,-3.09105744639529,-147.622770402972,-274.000065030417,6.85593526946159e-08,0.999999794321942,6.85593526946159e-08,6.85593526946159e-08,1
"Pentax_OptioA40_0_30631.JPG",78.946259,94.44648,-12.00279,-540.416075593234,-3.21213709748788,-158.106997974807,-276.848746084282,7.73839541666407e-08,0.999999767848138,7.73839541666407e-08,7.73839541666407e-08,1
"Pentax_OptioA40_0_30632.JPG",77.591347,93.682846,-13.339302,-527.148661910151,-2.74704123506913,-156.469140790385,-276.374632315074,4.86029243691431e-08,0.999999854191227,4.86029243691431e-08,4.86029243691431e-08,1
"Pentax_OptioA40_0_30633.JPG",78.200737,93.663628,-13.967838,-543.162000295696,-2.78680666602811,-160.853068249912,-277.870543558295,5.05745823189483e-08,0.999999848276253,5.05745823189483e-08,5.05745823189483e-08,1
"Pentax_OptioA40_0_30634.JPG",78.340912,93.036873,-9.270402,-463.498978858899,-3.52963967996221,-133.547482142141,-253.026797364829,1.06301767789067e-07,0.999999681094697,1.06301767789067e-07,1.06301767789067e-07,1
"Pentax_OptioA40_0_30635.JPG",77.004738,92.817154,-9.68559,-449.502018564832,-3.20746709622686,-131.26694521616,-254.446232414088,7.70234136320647e-08,0.999999768929759,7.70234136320647e-08,7.70234136320647e-08,1
"Pentax_OptioA40_0_30636.JPG",77.122833,93.307091,-9.312062,-457.645324203106,-3.34800924890534,-133.800410985766,-258.514900609205,8.86460571523613e-08,0.999999734061829,8.86460571523613e-08,8.86460571523613e-08,1
"Pentax_OptioA40_0_30637.JPG",79.084427,90.858566,-10.344373,-436.144993462487,-3.27852385099032,-122.947314665587,-231.583553349001,8.26955821865532e-08,0.999999751913253,8.26955821865532e-08,8.26955821865532e-08,1
"Pentax_OptioA40_0_30638.JPG",79.642273,92.189293,-13.059257,-510.72591761566,-3.0494196069418,-146.992113919869,-255.06459791605,6.57633047718722e-08,0.999999802710086,6.57633047718722e-08,6.57633047718722e-08,1
"Pentax_OptioA40_0_30639.JPG",80.075386,93.423355,-12.047936,-529.628928376984,-3.36846128319908,-152.226043616659,-263.69539899476,9.04777154200291e-08,0.999999728566854,9.04777154200291e-08,9.04777154200291e-08,1
"Pentax_OptioA40_0_30640.JPG",80.329689,92.86335,-10.631679,-499.948805604221,-3.6319053678941,-141.677407581566,-251.983747334618,1.17748095367756e-07,0.999999646755714,1.17748095367756e-07,1.17748095367756e-07,1
"Pentax_OptioA40_0_30641.JPG",76.697197,91.529465,-10.028477,-421.507571851512,-3.00163146594048,-122.443218788835,-242.261579848265,6.26945094864745e-08,0.999999811916472,6.26945094864745e-08,6.26945094864745e-08,1
"Pentax_OptioA40_0_30642.JPG",76.33992,93.72316,-12.452615,-502.269214146358,-2.68943531685303,-150.149049909666,-275.661527928036,4.58822253122498e-08,0.999999862353324,4.58822253122498e-08,4.58822253122498e-08,1
"Pentax_OptioA40_0_30643.JPG",76.231964,91.821014,-12.392425,-456.103655715506,-2.5482875208813,-134.919287977044,-254.867166492948,3.98423342716269e-08,0.999999880472997,3.98423342716269e-08,3.98423342716269e-08,1
"Pentax_OptioA40_0_30644.JPG",75.934616,91.557686,-12.187072,-444.488406343016,-2.52841257453694,-131.493722346922,-251.908274226127,3.90582873932011e-08,0.999999882825138,3.90582873932011e-08,3.90582873932011e-08,1
"Pentax_OptioA40_0_30645.JPG",77.24202,90.977234,-10.737981,-423.97934071751,-2.89174958689137,-122.33440540037,-237.596568025962,5.61705176824216e-08,0.999999831488447,5.61705176824216e-08,5.61705176824216e-08,1
"Pentax_OptioA40_0_30646.JPG",76.952278,90.09462,-9.670485,-388.595672260176,-3.0243892425073,-111.041037400308,-225.671284302893,6.41376558756025e-08,0.999999807587032,6.41376558756025e-08,6.41376558756025e-08,1
"Pentax_OptioA40_0_30647.JPG",77.833252,90.442108,-10.574079,-416.418630464314,-2.97977657233983,-118.749008567903,-230.297719716845,6.13391920925171e-08,0.999999815982424,6.13391920925171e-08,6.13391920925171e-08,1
"Pentax_OptioA40_0_30648.JPG",76.191772,90.559883,-11.923846,-421.300546209217,-2.52987748222343,-123.308914113812,-239.819431110896,3.91155460987921e-08,0.999999882653362,3.91155460987921e-08,3.91155460987921e-08,1
"Pentax_OptioA40_0_30649.JPG",79.396645,92.851135,-14.425973,-544.965200755885,-2.92214060013823,-159.267702214321,-268.986315210283,5.79038009463649e-08,0.999999826288597,5.79038009463649e-08,5.79038009463649e-08,1
"Pentax_OptioA40_0_30650.JPG",77.78302,87.298531,-11.599751,-367.522869804466,-2.61679420407144,-102.582213285137,-202.796201762837,4.26674653426604e-08,0.999999871997604,4.26674653426604e-08,4.26674653426604e-08,1
"Pentax_OptioA40_0_30651.JPG",77.119843,88.511246,-11.245217,-378.817154393158,-2.63833006562108,-107.504670374229,-214.576919180557,4.35963116624704e-08,0.999999869211065,4.35963116624704e-08,4.35963116624704e-08,1
"Pentax_OptioA40_0_30652.JPG",77.306961,88.555954,-13.309363,-411.921760074547,-2.37801862948099,-118.529325704082,-222.943937279854,3.36045392881602e-08,0.999999899186382,3.36045392881602e-08,3.36045392881602e-08,1
"Pentax_OptioA40_0_30653.JPG",76.458847,89.342346,-14.427126,-437.322572060301,-2.21611426963239,-128.757618404644,-237.80381261293,2.85814188449713e-08,0.999999914255744,2.85814188449713e-08,2.85814188449713e-08,1
"Pentax_OptioA40_0_30654.JPG",76.410606,89.288811,-14.450686,-436.177898935994,-2.20604817307918,-128.462947079527,-237.48809859815,2.82951587339071e-08,0.999999915114524,2.82951587339071e-08,2.82951587339071e-08,1
"Pentax_OptioA40_0_30655.JPG",77.230835,88.566475,-13.375458,-412.395168942104,-2.36094685276724,-118.836304991556,-223.498752569503,3.30357193709179e-08,0.999999900892842,3.30357193709179e-08,3.30357193709179e-08,1
"Pentax_OptioA40_0_30656.JPG",77.352867,88.776466,-11.592549,-391.206902303318,-2.62616528130228,-111.259269569327,-217.992969261993,4.30691847185817e-08,0.999999870792446,4.30691847185817e-08,4.30691847185817e-08,1
"Pentax_OptioA40_0_30657.JPG",77.656487,88.834686,-10.374369,-378.987584860106,-2.9002493443526,-106.577788991862,-213.706566242666,5.66499881557303e-08,0.999999830050036,5.66499881557303e-08,5.66499881557303e-08,1
"Pentax_OptioA40_0_30663.JPG",80.296043,93.358322,-13.467761,-552.315386370566,-3.24086870265174,-159.592332004016,-268.640357390608,7.96395672008431e-08,0.999999761081299,7.96395672008431e-08,7.96395672008431e-08,1
"Pentax_OptioA40_0_30664.JPG",79.619858,90.889717,-12.088838,-467.094943177509,-3.08405668841742,-132.316603642791,-237.279641073929,6.80810615437269e-08,0.999999795756816,6.80810615437269e-08,6.80810615437269e-08,1
"Pentax_OptioA40_0_30665.JPG",78.188782,89.316948,-11.246987,-405.964309866485,-2.84680818155142,-114.634052520342,-220.482106845761,5.37020205473305e-08,0.999999838893938,5.37020205473305e-08,5.37020205473305e-08,1
"Pentax_OptioA40_0_30666.JPG",78.141449,89.476097,-9.064853,-380.773217595626,-3.31453547731178,-106.3428964026,-215.296461634259,8.57278544066715e-08,0.999999742816437,8.57278544066715e-08,8.57278544066715e-08,1
"Pentax_OptioA40_0_30667.JPG",78.158043,89.596375,-8.960684,-382.183552651749,-3.35064916265682,-106.792795301722,-216.201216619586,8.8880384179937e-08,0.999999733358848,8.8880384179937e-08,8.8880384179937e-08,1
"Pentax_OptioA40_0_30675.JPG",73.676483,89.817116,-12.823042,-398.348457646555,-2.19502554066533,-119.502029000626,-242.086519086449,2.79849842451605e-08,0.999999916045047,2.79849842451605e-08,2.79849842451605e-08,1
"Pentax_OptioA40_0_30676.JPG",74.800163,88.864578,-11.516854,-368.582286600049,-2.37895555066573,-107.823089141437,-224.376770621144,3.36360388426821e-08,0.999999899091883,3.36360388426821e-08,3.36360388426821e-08,1
"Pentax_OptioA40_0_30677.JPG",78.049088,87.975433,-10.872969,-373.029538091538,-2.8207120869865,-103.881865847076,-206.179253221326,5.23187355039758e-08,0.999999843043794,5.23187355039758e-08,5.23187355039758e-08,1
"Pentax_OptioA40_0_30678.JPG",75.748032,87.341217,-11.865673,-352.387562118603,-2.32029061843489,-101.015095246476,-208.572303729162,3.17195481655653e-08,0.999999904841356,3.17195481655653e-08,3.17195481655653e-08,1
"Pentax_OptioA40_0_30679.JPG",73.640343,89.812965,-12.846414,-398.358281579242,-2.19105410558695,-119.557492341484,-242.241939775607,2.78740641112973e-08,0.999999916377808,2.78740641112973e-08,2.78740641112973e-08,1
"Pentax_OptioA40_0_30680.JPG",74.771164,88.848671,-11.526438,-368.16667324974,-2.37471689171376,-107.727533659981,-224.327144286536,3.3493768894533e-08,0.999999899518693,3.3493768894533e-08,3.3493768894533e-08,1
"Pentax_OptioA40_0_30681.JPG",74.154755,90.684593,-12.362782,-413.247361940157,-2.322712973459,-123.746944882724,-247.819426158426,3.17964772998745e-08,0.999999904610568,3.17964772998745e-08,3.17964772998745e-08,1
"Pentax_OptioA40_0_30682.JPG",76.023705,89.035545,-12.336574,-394.297172828648,-2.36384719471739,-114.627342406696,-226.334259191606,3.31316733233382e-08,0.99999990060498,3.31316733233382e-08,3.31316733233382e-08,1
"Pentax_OptioA40_0_30683.JPG",75.191933,89.450851,-10.32194,-367.489149136331,-2.6619531988369,-106.823038943454,-225.13395684768,4.4638453824552e-08,0.999999866084639,4.4638453824552e-08,4.4638453824552e-08,1
"Pentax_OptioA40_0_30684.JPG",76.546585,89.121567,-10.108359,-370.236329600145,-2.82010558286565,-105.588767749512,-218.024273956284,5.22870136026356e-08,0.999999843138959,5.22870136026356e-08,5.22870136026356e-08,1
"Pentax_OptioA40_0_30685.JPG",75.402092,88.948219,-13.316394,-401.955592599168,-2.183663860041,-118.344593793623,-231.083944734894,2.7668827265389e-08,0.999999916993518,2.7668827265389e-08,2.7668827265389e-08,1
"Pentax_OptioA40_0_30686.JPG",75.873108,88.323242,-12.206338,-377.015975994825,-2.32952099222596,-109.08164929312,-219.11465808934,3.20136868306608e-08,0.99999990395894,3.20136868306608e-08,3.20136868306608e-08,1
"Pentax_OptioA40_0_30687.JPG",78.029381,87.342506,-12.009924,-376.802252959002,-2.59478195383618,-105.272552308399,-204.31175064892,4.17385201711134e-08,0.99999987478444,4.17385201711134e-08,4.17385201711134e-08,1
"Pentax_OptioA40_0_30688.JPG",75.884605,87.541779,-11.88158,-357.55916384052,-2.34024738771645,-102.527023062339,-210.236327165762,3.2358926530911e-08,0.99999990292322,3.2358926530911e-08,3.2358926530911e-08,1
"Pentax_OptioA40_0_30689.JPG",75.132301,90.651871,-14.244298,-449.756149361438,-2.18056089409537,-134.946180965322,-253.375583772932,2.75831049116543e-08,0.999999917250685,2.75831049116543e-08,2.75831049116543e-08,1
"Pentax_OptioA40_0_30690.JPG",74.097458,91.548836,-13.249959,-445.135378892784,-2.26821341436108,-134.631674259902,-260.816644637237,3.01099582094853e-08,0.999999909670125,3.01099582094853e-08,3.01099582094853e-08,1
"Pentax_OptioA40_0_30691.JPG",78.780861,88.384682,-9.91988,-376.553804100376,-3.16850458101275,-103.664013349038,-205.730216592935,7.40801003783e-08,0.999999777759699,7.40801003783e-08,7.40801003783e-08,1
"Pentax_OptioA40_0_30692.JPG",75.584473,90.045029,-9.773907,-376.144224132365,-2.84756635944076,-109.121178048888,-228.52585128336,5.37427516619338e-08,0.999999838771745,5.37427516619338e-08,5.37427516619338e-08,1
"Pentax_OptioA40_0_30693.JPG",76.619087,86.787598,-10.79174,-335.443495295895,-2.57439966336595,-93.8599920909668,-197.465000137686,4.08964049406438e-08,0.999999877310785,4.08964049406438e-08,4.08964049406438e-08,1
"Pentax_OptioA40_0_30694.JPG",78.861771,88.051765,-9.730202,-368.68979185804,-3.21000296116328,-100.888890430644,-201.764327019641,7.72189824088468e-08,0.999999768343053,7.72189824088468e-08,7.72189824088468e-08,1
"Pentax_OptioA40_0_30695.JPG",73.44812,90.944649,-13.440301,-430.140964889002,-2.19059468365113,-130.539798365038,-257.048914215356,2.78612610974491e-08,0.999999916416217,2.78612610974491e-08,2.78612610974491e-08,1
"Pentax_OptioA40_0_30696.JPG",74.695007,89.999405,-13.944471,-427.493785779556,-2.13515511596763,-128.076791240523,-246.306176220192,2.63586810192458e-08,0.999999920923957,2.63586810192458e-08,2.63586810192458e-08,1
"Pentax_OptioA40_0_30697.JPG",74.594063,89.872238,-14.047374,-425.719330372656,-2.11367432137211,-127.658765436265,-245.751527765458,2.57985136246786e-08,0.999999922604459,2.57985136246786e-08,2.57985136246786e-08,1
"Pentax_OptioA40_0_30698.JPG",79.591255,92.402657,-9.211821,-462.380742445405,-3.74494504590451,-130.725243656778,-243.772535495887,1.31839751221787e-07,0.999999604480746,1.31839751221787e-07,1.31839751221787e-07,1
"Pentax_OptioA40_0_30699.JPG",80.245667,91.277733,-10.407879,-460.040321915934,-3.54756543293838,-128.540587067924,-234.324319906401,1.08224487810776e-07,0.999999675326537,1.08224487810776e-07,1.08224487810776e-07,1
"Pentax_OptioA40_0_30700.JPG",81.34417,92.63665,-11.88346,-525.068417954781,-3.65733634222969,-147.926272680369,-252.612824162961,1.20780943400489e-07,0.99999963765717,1.20780943400489e-07,1.20780943400489e-07,1
"Pentax_OptioA40_0_30701.JPG",81.76754,92.303215,-12.204972,-527.783532980032,-3.70511509258681,-147.910766136275,-249.72656280557,1.26691784928844e-07,0.999999619924645,1.26691784928844e-07,1.26691784928844e-07,1
"Pentax_OptioA40_0_30702.JPG",82.467209,92.621185,-15.332231,-595.068674363855,-3.66193472730016,-169.535566945865,-266.888204098005,1.21337619342112e-07,0.999999635987142,1.21337619342112e-07,1.21337619342112e-07,1
"Pentax_OptioA40_0_30703.JPG",82.570595,92.557243,-15.426958,-596.72718856845,-3.68664704585302,-169.877819019037,-266.583676616462,1.24373509190915e-07,0.999999626879472,1.24373509190915e-07,1.24373509190915e-07,1
"Pentax_OptioA40_0_30704.JPG",78.804405,95.183395,-13.339026,-577.403276993616,-3.07625156531429,-170.959193630441,-291.13329418484,6.75517489829556e-08,0.999999797344753,6.75517489829556e-08,6.75517489829556e-08,1
"Pentax_OptioA40_0_30705.JPG",80.432419,94.732262,-11.641173,-560.231727876568,-3.61944854780699,-161.626290562267,-276.337607267589,1.16290427015753e-07,0.999999651128719,1.16290427015753e-07,1.16290427015753e-07,1
"Pentax_OptioA40_0_30706.JPG",76.009735,93.514511,-10.418571,-465.852454898116,-2.98269277628814,-138.363147025396,-266.594876295819,6.15183307180966e-08,0.999999815445008,6.15183307180966e-08,6.15183307180966e-08,1
"Pentax_OptioA40_0_30707.JPG",78.504784,91.209282,-8.949021,-420.008319377789,-3.51321565730608,-118.759282279558,-232.180507749676,1.04570125071896e-07,0.999999686289625,1.04570125071896e-07,1.04570125071896e-07,1
"Pentax_OptioA40_0_30712.JPG",79.626701,93.941963,-9.491405,-502.545414658743,-3.79908372251855,-144.027948214187,-261.48442083957,1.39174122141937e-07,0.999999582477634,1.39174122141937e-07,1.39174122141937e-07,1
"Pentax_OptioA40_0_30713.JPG",78.335533,95.269745,-10.539786,-534.073337517509,-3.42184926970639,-157.055223859334,-282.09693535386,9.54394054872309e-08,0.999999713681784,9.54394054872309e-08,9.54394054872309e-08,1
"Pentax_OptioA40_0_30714.JPG",77.954712,90.340607,-12.876546,-448.265145853051,-2.62672536394801,-129.398225422957,-237.762565549776,4.30933137738519e-08,0.999999870720059,4.30933137738519e-08,4.30933137738519e-08,1
"Pentax_OptioA40_0_30715.JPG",78.955765,91.189545,-14.372128,-501.379733901838,-2.7217023587084,-145.589732547975,-251.628762221679,4.73868531158458e-08,0.999999857839441,4.73868531158458e-08,4.73868531158458e-08,1
"Pentax_OptioA40_0_30716.JPG",81.036942,91.24839,-13.768562,-518.362053552088,-3.25206429642542,-146.736562440163,-246.158398394355,8.05361888971552e-08,0.999999758391433,8.05361888971552e-08,8.05361888971552e-08,1
"Pentax_OptioA40_0_30717.JPG",81.423927,90.438652,-11.847121,-476.853080860346,-3.53907196928162,-131.658664169169,-229.040087915605,1.07309180020501e-07,0.99999967807246,1.07309180020501e-07,1.07309180020501e-07,1
"Pentax_OptioA40_0_30718.JPG",80.096573,89.605896,-13.731945,-470.97172035644,-2.92079937460211,-132.945404446903,-230.37327486728,5.78261909657388e-08,0.999999826521427,5.78261909657388e-08,5.78261909657388e-08,1
"Pentax_OptioA40_0_30719.JPG",79.796082,89.188065,-11.790598,-429.42008731046,-3.06748070296709,-119.347537668671,-218.428220248484,6.6961852780828e-08,0.999999799114442,6.6961852780828e-08,6.6961852780828e-08,1
