Camera,Feature1,Feature2,Feature3,log_lik1,log_lik2,log_lik3,log_lik4,clus_prob1,clus_prob2,clus_prob3,clus_prob4,pr$cluster_labels
Pentax_OptioA40_0_30533.JPG,78.181412,93.03801,-12.00509,-497.9562367461,-2.9627605711,-145.4116135067,-262.4988123143,6.03042746273378E-008,0.9999998191,6.03042746273378E-008,6.03042746273378E-008,1
Pentax_OptioA40_0_30534.JPG,78.276894,93.226311,-11.955373,-502.7172284094,-3.0007011129,-146.8141551881,-264.2013879283,6.26362085957551E-008,0.9999998121,6.26362085957551E-008,6.26362085957551E-008,1
Pentax_OptioA40_0_30535.JPG,78.231712,93.153114,-11.520083,-494.306546606,-3.0565218781,-144.0460586394,-261.8219770267,6.62320360312816E-008,0.9999998013,6.62320360312816E-008,6.62320360312816E-008,1
Pentax_OptioA40_0_30536.JPG,78.378578,92.926979,-11.209093,-486.2768431504,-3.1191489486,-141.0662442111,-257.9271335842,7.05125936495544E-008,0.9999997885,7.05125936495544E-008,7.05125936495544E-008,1
Pentax_OptioA40_0_30537.JPG,78.281372,92.84861,-12.19811,-497.4127692638,-2.9380621763,-145.0696369776,-260.99682751,5.88330988186296E-008,0.9999998235,5.88330988186296E-008,5.88330988186296E-008,1
Pentax_OptioA40_0_30538.JPG,78.470039,93.246941,-12.17396,-508.4973126647,-3.0043967223,-148.4061145512,-264.9341669153,6.28681157581553E-008,0.9999998114,6.28681157581553E-008,6.28681157581553E-008,1
Pentax_OptioA40_0_30539.JPG,78.210747,92.707535,-11.415975,-482.192066271,-3.0378948114,-140.0357279461,-256.5888958545,0.000000065,0.999999805,0.000000065,0.000000065,1
Pentax_OptioA40_0_30540.JPG,78.024666,92.881935,-10.931074,-477.6035830703,-3.1054674438,-138.8189078399,-257.1161561792,6.95544449357944E-008,0.9999997913,6.95544449357944E-008,6.95544449357944E-008,1
Pentax_OptioA40_0_30541.JPG,77.914368,92.880623,-12.27704,-495.3725027629,-2.8671861583,-145.0825098979,-262.3595032238,5.48075851630079E-008,0.9999998356,5.48075851630079E-008,5.48075851630079E-008,1
Pentax_OptioA40_0_30542.JPG,77.723274,93.898369,-11.49839,-506.4249876588,-3.032645103,-149.0220776746,-271.0048511776,6.46693590933838E-008,0.999999806,6.46693590933838E-008,6.46693590933838E-008,1
Pentax_OptioA40_0_30543.JPG,78.603264,92.442589,-11.152451,-476.7504963077,-3.1353117343,-137.4571655965,-252.0319622475,7.166153328031E-008,0.999999785,7.166153328031E-008,7.166153328031E-008,1
Pentax_OptioA40_0_30544.JPG,77.784805,93.353821,-10.691463,-482.9817136964,-3.1470562511,-141.0427989447,-261.958392751,7.25081247925875E-008,0.9999997825,7.25081247925875E-008,7.25081247925875E-008,1
Pentax_OptioA40_0_30545.JPG,78.619614,93.624794,-12.534097,-524.4945633192,-3.0108793828,-153.5116047408,-270.3183981108,6.32769921778551E-008,0.9999998102,6.32769921778551E-008,6.32769921778551E-008,1
Pentax_OptioA40_0_30546.JPG,77.780037,93.699631,-12.041012,-509.9447480678,-2.9407295982,-150.1540677617,-270.7408762538,0.000000059,0.999999823,0.000000059,0.000000059,1
Pentax_OptioA40_0_30547.JPG,78.98053,93.607834,-11.147194,-508.3235944036,-3.2940551869,-147.2541186888,-264.1573495151,0.000000084,0.999999748,0.000000084,0.000000084,1
Pentax_OptioA40_0_30548.JPG,78.432625,93.372849,-10.460673,-487.3655727029,-3.3042275186,-141.2956894224,-260.1755236023,8.48487143740517E-008,0.9999997455,8.48487143740517E-008,8.48487143740517E-008,1
Pentax_OptioA40_0_30549.JPG,79.021873,93.227043,-12.870463,-524.64152024,-3.0162534099,-152.8400337756,-266.6098182128,6.36179597255857E-008,0.9999998091,6.36179597255857E-008,6.36179597255857E-008,1
Pentax_OptioA40_0_30550.JPG,79.053787,92.774635,-10.573492,-481.7637444992,-3.3554532122,-138.2272596522,-252.8607555874,8.93083970744903E-008,0.9999997321,8.93083970744903E-008,8.93083970744903E-008,1
Pentax_OptioA40_0_30551.JPG,77.391586,92.598816,-12.656944,-489.0394355661,-2.7153729252,-143.9758931164,-261.8751474627,4.70878684365609E-008,0.9999998587,4.70878684365609E-008,4.70878684365609E-008,1
Pentax_OptioA40_0_30552.JPG,76.960976,92.963203,-11.859203,-481.4950284373,-2.7939493043,-142.0923907851,-263.5418628719,5.093711135927E-008,0.9999998472,5.093711135927E-008,5.093711135927E-008,1
Pentax_OptioA40_0_30553.JPG,77.167747,92.459435,-11.029494,-460.2725156812,-2.9259897946,-134.5834501965,-254.5565354924,5.81271133947613E-008,0.9999998256,5.81271133947613E-008,5.81271133947613E-008,1
Pentax_OptioA40_0_30554.JPG,77.867989,93.665459,-10.135606,-484.0746046837,-3.2979174545,-141.2499250302,-263.4503739442,8.4314999391203E-008,0.9999997471,8.4314999391203E-008,8.4314999391203E-008,1
Pentax_OptioA40_0_30555.JPG,79.274536,92.236008,-12.420764,-497.7797488218,-3.0533585582,-143.2994560335,-253.4798163064,0.000000066,0.9999998019,0.000000066,0.000000066,1
Pentax_OptioA40_0_30556.JPG,78.826233,91.678268,-11.914576,-472.644559931,-2.9984060744,-135.7283513117,-246.255279972,6.24926209542577E-008,0.9999998125,6.24926209542577E-008,6.24926209542577E-008,1
Pentax_OptioA40_0_30557.JPG,77.943878,91.087685,-11.514274,-444.250533267,-2.8661639938,-127.8839827144,-240.1163214014,5.47515914290862E-008,0.9999998357,5.47515914290862E-008,5.47515914290862E-008,1
Pentax_OptioA40_0_30558.JPG,80.720314,92.298592,-10.283712,-487.315297022,-3.7591718011,-136.6189317626,-244.1340459288,1.33728807790113E-007,0.9999995988,1.33728807790113E-007,1.33728807790113E-007,1
Pentax_OptioA40_0_30559.JPG,79.514481,92.12468,-11.917322,-490.7224990257,-3.168640296,-140.3905779325,-249.8779402549,7.40901548386233E-008,0.9999997777,7.40901548386233E-008,7.40901548386233E-008,1
Pentax_OptioA40_0_30560.JPG,79.724884,92.284012,-11.679725,-493.4787852414,-3.2628812849,-140.8531437931,-250.3469069109,8.14120763294163E-008,0.9999997558,8.14120763294163E-008,8.14120763294163E-008,1
Pentax_OptioA40_0_30561.JPG,79.828423,92.211838,-11.217085,-486.6282006274,-3.3591131941,-138.3142694806,-247.6989475114,8.96358629648855E-008,0.9999997311,8.96358629648855E-008,8.96358629648855E-008,1
Pentax_OptioA40_0_30562.JPG,79.398979,91.681725,-10.798891,-463.8668794946,-3.3062720979,-131.5762475433,-241.2453176872,0.000000085,0.9999997449,0.000000085,0.000000085,1
Pentax_OptioA40_0_30624.JPG,78.088943,91.827461,-12.442545,-475.5596603029,-2.7995064847,-138.1779421203,-251.2997261405,5.12209660022536E-008,0.9999998463,5.12209660022536E-008,5.12209660022536E-008,1
Pentax_OptioA40_0_30625.JPG,78.186455,92.408394,-13.267748,-502.3607369155,-2.7573938068,-147.0957640168,-260.8875515289,4.91087030677382E-008,0.9999998527,4.91087030677382E-008,4.91087030677382E-008,1
Pentax_OptioA40_0_30626.JPG,77.576424,94.523132,-12.23954,-530.8567070583,-2.9450345225,-157.5230220192,-281.2126183586,5.92447368268465E-008,0.9999998223,5.92447368268465E-008,5.92447368268465E-008,1
Pentax_OptioA40_0_30627.JPG,78.30262,91.575249,-11.031289,-452.1783939773,-3.0435062249,-129.8252838085,-242.8428788993,6.53755688723728E-008,0.9999998039,6.53755688723728E-008,6.53755688723728E-008,1
Pentax_OptioA40_0_30628.JPG,78.46077,92.040009,-10.06071,-451.5804066637,-3.2975896576,-129.3080605898,-244.3015483617,8.42873657329253E-008,0.9999997471,8.42873657329253E-008,8.42873657329253E-008,1
Pentax_OptioA40_0_30629.JPG,77.908363,92.375572,-9.92877,-451.5772835755,-3.2549541492,-130.3419767325,-248.5516311753,8.07692631620302E-008,0.9999997577,8.07692631620302E-008,8.07692631620302E-008,1
Pentax_OptioA40_0_30630.JPG,77.044685,94.268051,-10.783229,-498.7663620727,-3.0910574464,-147.622770403,-274.0000650304,6.85593526946159E-008,0.9999997943,6.85593526946159E-008,6.85593526946159E-008,1
Pentax_OptioA40_0_30631.JPG,78.946259,94.44648,-12.00279,-540.4160755932,-3.2121370975,-158.1069979748,-276.8487460843,7.73839541666407E-008,0.9999997678,7.73839541666407E-008,7.73839541666407E-008,1
Pentax_OptioA40_0_30632.JPG,77.591347,93.682846,-13.339302,-527.1486619102,-2.7470412351,-156.4691407904,-276.3746323151,4.86029243691431E-008,0.9999998542,4.86029243691431E-008,4.86029243691431E-008,1
Pentax_OptioA40_0_30633.JPG,78.200737,93.663628,-13.967838,-543.1620002957,-2.786806666,-160.8530682499,-277.8705435583,5.05745823189483E-008,0.9999998483,5.05745823189483E-008,5.05745823189483E-008,1
Pentax_OptioA40_0_30634.JPG,78.340912,93.036873,-9.270402,-463.4989788589,-3.52963968,-133.5474821421,-253.0267973648,1.06301767789067E-007,0.9999996811,1.06301767789067E-007,1.06301767789067E-007,1
Pentax_OptioA40_0_30635.JPG,77.004738,92.817154,-9.68559,-449.5020185648,-3.2074670962,-131.2669452162,-254.4462324141,0.000000077,0.9999997689,0.000000077,0.000000077,1
Pentax_OptioA40_0_30636.JPG,77.122833,93.307091,-9.312062,-457.6453242031,-3.3480092489,-133.8004109858,-258.5149006092,8.86460571523613E-008,0.9999997341,8.86460571523613E-008,8.86460571523613E-008,1
Pentax_OptioA40_0_30637.JPG,79.084427,90.858566,-10.344373,-436.1449934625,-3.278523851,-122.9473146656,-231.583553349,8.26955821865532E-008,0.9999997519,8.26955821865532E-008,8.26955821865532E-008,1
Pentax_OptioA40_0_30638.JPG,79.642273,92.189293,-13.059257,-510.7259176157,-3.0494196069,-146.9921139199,-255.0645979161,6.57633047718722E-008,0.9999998027,6.57633047718722E-008,6.57633047718722E-008,1
Pentax_OptioA40_0_30639.JPG,80.075386,93.423355,-12.047936,-529.628928377,-3.3684612832,-152.2260436167,-263.6953989948,9.04777154200291E-008,0.9999997286,9.04777154200291E-008,9.04777154200291E-008,1
Pentax_OptioA40_0_30640.JPG,80.329689,92.86335,-10.631679,-499.9488056042,-3.6319053679,-141.6774075816,-251.9837473346,1.17748095367756E-007,0.9999996468,1.17748095367756E-007,1.17748095367756E-007,1
Pentax_OptioA40_0_30641.JPG,76.697197,91.529465,-10.028477,-421.5075718515,-3.0016314659,-122.4432187888,-242.2615798483,6.26945094864745E-008,0.9999998119,6.26945094864745E-008,6.26945094864745E-008,1
Pentax_OptioA40_0_30642.JPG,76.33992,93.72316,-12.452615,-502.2692141464,-2.6894353169,-150.1490499097,-275.661527928,4.58822253122498E-008,0.9999998624,4.58822253122498E-008,4.58822253122498E-008,1
Pentax_OptioA40_0_30643.JPG,76.231964,91.821014,-12.392425,-456.1036557155,-2.5482875209,-134.919287977,-254.8671664929,3.98423342716269E-008,0.9999998805,3.98423342716269E-008,3.98423342716269E-008,1
Pentax_OptioA40_0_30644.JPG,75.934616,91.557686,-12.187072,-444.488406343,-2.5284125745,-131.4937223469,-251.9082742261,3.90582873932011E-008,0.9999998828,3.90582873932011E-008,3.90582873932011E-008,1
Pentax_OptioA40_0_30645.JPG,77.24202,90.977234,-10.737981,-423.9793407175,-2.8917495869,-122.3344054004,-237.596568026,5.61705176824216E-008,0.9999998315,5.61705176824216E-008,5.61705176824216E-008,1
Pentax_OptioA40_0_30646.JPG,76.952278,90.09462,-9.670485,-388.5956722602,-3.0243892425,-111.0410374003,-225.6712843029,6.41376558756025E-008,0.9999998076,6.41376558756025E-008,6.41376558756025E-008,1
Pentax_OptioA40_0_30647.JPG,77.833252,90.442108,-10.574079,-416.4186304643,-2.9797765723,-118.7490085679,-230.2977197168,6.13391920925171E-008,0.999999816,6.13391920925171E-008,6.13391920925171E-008,1
Pentax_OptioA40_0_30648.JPG,76.191772,90.559883,-11.923846,-421.3005462092,-2.5298774822,-123.3089141138,-239.8194311109,3.91155460987921E-008,0.9999998827,3.91155460987921E-008,3.91155460987921E-008,1
Pentax_OptioA40_0_30649.JPG,79.396645,92.851135,-14.425973,-544.9652007559,-2.9221406001,-159.2677022143,-268.9863152103,5.79038009463649E-008,0.9999998263,5.79038009463649E-008,5.79038009463649E-008,1
Pentax_OptioA40_0_30650.JPG,77.78302,87.298531,-11.599751,-367.5228698045,-2.6167942041,-102.5822132851,-202.7962017628,4.26674653426604E-008,0.999999872,4.26674653426604E-008,4.26674653426604E-008,1
Pentax_OptioA40_0_30651.JPG,77.119843,88.511246,-11.245217,-378.8171543932,-2.6383300656,-107.5046703742,-214.5769191806,4.35963116624704E-008,0.9999998692,4.35963116624704E-008,4.35963116624704E-008,1
Pentax_OptioA40_0_30652.JPG,77.306961,88.555954,-13.309363,-411.9217600745,-2.3780186295,-118.5293257041,-222.9439372799,3.36045392881602E-008,0.9999998992,3.36045392881602E-008,3.36045392881602E-008,1
Pentax_OptioA40_0_30653.JPG,76.458847,89.342346,-14.427126,-437.3225720603,-2.2161142696,-128.7576184046,-237.8038126129,2.85814188449713E-008,0.9999999143,2.85814188449713E-008,2.85814188449713E-008,1
Pentax_OptioA40_0_30654.JPG,76.410606,89.288811,-14.450686,-436.177898936,-2.2060481731,-128.4629470795,-237.4880985982,2.82951587339071E-008,0.9999999151,2.82951587339071E-008,2.82951587339071E-008,1
Pentax_OptioA40_0_30655.JPG,77.230835,88.566475,-13.375458,-412.3951689421,-2.3609468528,-118.8363049916,-223.4987525695,0.000000033,0.9999999009,0.000000033,0.000000033,1
Pentax_OptioA40_0_30656.JPG,77.352867,88.776466,-11.592549,-391.2069023033,-2.6261652813,-111.2592695693,-217.992969262,4.30691847185817E-008,0.9999998708,4.30691847185817E-008,4.30691847185817E-008,1
Pentax_OptioA40_0_30657.JPG,77.656487,88.834686,-10.374369,-378.9875848601,-2.9002493444,-106.5777889919,-213.7065662427,5.66499881557303E-008,0.9999998301,5.66499881557303E-008,5.66499881557303E-008,1
Pentax_OptioA40_0_30663.JPG,80.296043,93.358322,-13.467761,-552.3153863706,-3.2408687027,-159.592332004,-268.6403573906,7.96395672008431E-008,0.9999997611,7.96395672008431E-008,7.96395672008431E-008,1
Pentax_OptioA40_0_30664.JPG,79.619858,90.889717,-12.088838,-467.0949431775,-3.0840566884,-132.3166036428,-237.2796410739,6.80810615437269E-008,0.9999997958,6.80810615437269E-008,6.80810615437269E-008,1
Pentax_OptioA40_0_30665.JPG,78.188782,89.316948,-11.246987,-405.9643098665,-2.8468081816,-114.6340525203,-220.4821068458,5.37020205473305E-008,0.9999998389,5.37020205473305E-008,5.37020205473305E-008,1
Pentax_OptioA40_0_30666.JPG,78.141449,89.476097,-9.064853,-380.7732175956,-3.3145354773,-106.3428964026,-215.2964616343,8.57278544066715E-008,0.9999997428,8.57278544066715E-008,8.57278544066715E-008,1
Pentax_OptioA40_0_30667.JPG,78.158043,89.596375,-8.960684,-382.1835526517,-3.3506491627,-106.7927953017,-216.2012166196,8.8880384179937E-008,0.9999997334,8.8880384179937E-008,8.8880384179937E-008,1
Pentax_OptioA40_0_30675.JPG,73.676483,89.817116,-12.823042,-398.3484576466,-2.1950255407,-119.5020290006,-242.0865190864,0.000000028,0.999999916,0.000000028,0.000000028,1
Pentax_OptioA40_0_30676.JPG,74.800163,88.864578,-11.516854,-368.5822866,-2.3789555507,-107.8230891414,-224.3767706211,3.36360388426821E-008,0.9999998991,3.36360388426821E-008,3.36360388426821E-008,1
Pentax_OptioA40_0_30677.JPG,78.049088,87.975433,-10.872969,-373.0295380915,-2.820712087,-103.8818658471,-206.1792532213,5.23187355039758E-008,0.999999843,5.23187355039758E-008,5.23187355039758E-008,1
Pentax_OptioA40_0_30678.JPG,75.748032,87.341217,-11.865673,-352.3875621186,-2.3202906184,-101.0150952465,-208.5723037292,3.17195481655653E-008,0.9999999048,3.17195481655653E-008,3.17195481655653E-008,1
Pentax_OptioA40_0_30679.JPG,73.640343,89.812965,-12.846414,-398.3582815792,-2.1910541056,-119.5574923415,-242.2419397756,2.78740641112973E-008,0.9999999164,2.78740641112973E-008,2.78740641112973E-008,1
Pentax_OptioA40_0_30680.JPG,74.771164,88.848671,-11.526438,-368.1666732497,-2.3747168917,-107.72753366,-224.3271442865,3.3493768894533E-008,0.9999998995,3.3493768894533E-008,3.3493768894533E-008,1
Pentax_OptioA40_0_30681.JPG,74.154755,90.684593,-12.362782,-413.2473619402,-2.3227129735,-123.7469448827,-247.8194261584,3.17964772998745E-008,0.9999999046,3.17964772998745E-008,3.17964772998745E-008,1
Pentax_OptioA40_0_30682.JPG,76.023705,89.035545,-12.336574,-394.2971728286,-2.3638471947,-114.6273424067,-226.3342591916,3.31316733233382E-008,0.9999999006,3.31316733233382E-008,3.31316733233382E-008,1
Pentax_OptioA40_0_30683.JPG,75.191933,89.450851,-10.32194,-367.4891491363,-2.6619531988,-106.8230389435,-225.1339568477,4.4638453824552E-008,0.9999998661,4.4638453824552E-008,4.4638453824552E-008,1
Pentax_OptioA40_0_30684.JPG,76.546585,89.121567,-10.108359,-370.2363296001,-2.8201055829,-105.5887677495,-218.0242739563,5.22870136026356E-008,0.9999998431,5.22870136026356E-008,5.22870136026356E-008,1
Pentax_OptioA40_0_30685.JPG,75.402092,88.948219,-13.316394,-401.9555925992,-2.18366386,-118.3445937936,-231.0839447349,2.7668827265389E-008,0.999999917,2.7668827265389E-008,2.7668827265389E-008,1
Pentax_OptioA40_0_30686.JPG,75.873108,88.323242,-12.206338,-377.0159759948,-2.3295209922,-109.0816492931,-219.1146580893,0.000000032,0.999999904,0.000000032,0.000000032,1
Pentax_OptioA40_0_30687.JPG,78.029381,87.342506,-12.009924,-376.802252959,-2.5947819538,-105.2725523084,-204.3117506489,4.17385201711134E-008,0.9999998748,4.17385201711134E-008,4.17385201711134E-008,1
Pentax_OptioA40_0_30688.JPG,75.884605,87.541779,-11.88158,-357.5591638405,-2.3402473877,-102.5270230623,-210.2363271658,3.2358926530911E-008,0.9999999029,3.2358926530911E-008,3.2358926530911E-008,1
Pentax_OptioA40_0_30689.JPG,75.132301,90.651871,-14.244298,-449.7561493614,-2.1805608941,-134.9461809653,-253.3755837729,2.75831049116543E-008,0.9999999173,2.75831049116543E-008,2.75831049116543E-008,1
Pentax_OptioA40_0_30690.JPG,74.097458,91.548836,-13.249959,-445.1353788928,-2.2682134144,-134.6316742599,-260.8166446372,3.01099582094853E-008,0.9999999097,3.01099582094853E-008,3.01099582094853E-008,1
Pentax_OptioA40_0_30691.JPG,78.780861,88.384682,-9.91988,-376.5538041004,-3.168504581,-103.664013349,-205.7302165929,7.40801003783E-008,0.9999997778,7.40801003783E-008,7.40801003783E-008,1
Pentax_OptioA40_0_30692.JPG,75.584473,90.045029,-9.773907,-376.1442241324,-2.8475663594,-109.1211780489,-228.5258512834,5.37427516619338E-008,0.9999998388,5.37427516619338E-008,5.37427516619338E-008,1
Pentax_OptioA40_0_30693.JPG,76.619087,86.787598,-10.79174,-335.4434952959,-2.5743996634,-93.859992091,-197.4650001377,4.08964049406438E-008,0.9999998773,4.08964049406438E-008,4.08964049406438E-008,1
Pentax_OptioA40_0_30694.JPG,78.861771,88.051765,-9.730202,-368.689791858,-3.2100029612,-100.8888904306,-201.7643270196,7.72189824088468E-008,0.9999997683,7.72189824088468E-008,7.72189824088468E-008,1
Pentax_OptioA40_0_30695.JPG,73.44812,90.944649,-13.440301,-430.140964889,-2.1905946837,-130.539798365,-257.0489142154,2.78612610974491E-008,0.9999999164,2.78612610974491E-008,2.78612610974491E-008,1
Pentax_OptioA40_0_30696.JPG,74.695007,89.999405,-13.944471,-427.4937857796,-2.135155116,-128.0767912405,-246.3061762202,2.63586810192458E-008,0.9999999209,2.63586810192458E-008,2.63586810192458E-008,1
Pentax_OptioA40_0_30697.JPG,74.594063,89.872238,-14.047374,-425.7193303727,-2.1136743214,-127.6587654363,-245.7515277655,2.57985136246786E-008,0.9999999226,2.57985136246786E-008,2.57985136246786E-008,1
Pentax_OptioA40_0_30698.JPG,79.591255,92.402657,-9.211821,-462.3807424454,-3.7449450459,-130.7252436568,-243.7725354959,1.31839751221787E-007,0.9999996045,1.31839751221787E-007,1.31839751221787E-007,1
Pentax_OptioA40_0_30699.JPG,80.245667,91.277733,-10.407879,-460.0403219159,-3.5475654329,-128.5405870679,-234.3243199064,1.08224487810776E-007,0.9999996753,1.08224487810776E-007,1.08224487810776E-007,1
Pentax_OptioA40_0_30700.JPG,81.34417,92.63665,-11.88346,-525.0684179548,-3.6573363422,-147.9262726804,-252.612824163,1.20780943400489E-007,0.9999996377,1.20780943400489E-007,1.20780943400489E-007,1
Pentax_OptioA40_0_30701.JPG,81.76754,92.303215,-12.204972,-527.78353298,-3.7051150926,-147.9107661363,-249.7265628056,1.26691784928844E-007,0.9999996199,1.26691784928844E-007,1.26691784928844E-007,1
Pentax_OptioA40_0_30702.JPG,82.467209,92.621185,-15.332231,-595.0686743639,-3.6619347273,-169.5355669459,-266.888204098,1.21337619342112E-007,0.999999636,1.21337619342112E-007,1.21337619342112E-007,1
Pentax_OptioA40_0_30703.JPG,82.570595,92.557243,-15.426958,-596.7271885685,-3.6866470459,-169.877819019,-266.5836766165,1.24373509190915E-007,0.9999996269,1.24373509190915E-007,1.24373509190915E-007,1
Pentax_OptioA40_0_30704.JPG,78.804405,95.183395,-13.339026,-577.4032769936,-3.0762515653,-170.9591936304,-291.1332941848,6.75517489829556E-008,0.9999997973,6.75517489829556E-008,6.75517489829556E-008,1
Pentax_OptioA40_0_30705.JPG,80.432419,94.732262,-11.641173,-560.2317278766,-3.6194485478,-161.6262905623,-276.3376072676,1.16290427015753E-007,0.9999996511,1.16290427015753E-007,1.16290427015753E-007,1
Pentax_OptioA40_0_30706.JPG,76.009735,93.514511,-10.418571,-465.8524548981,-2.9826927763,-138.3631470254,-266.5948762958,6.15183307180966E-008,0.9999998154,6.15183307180966E-008,6.15183307180966E-008,1
Pentax_OptioA40_0_30707.JPG,78.504784,91.209282,-8.949021,-420.0083193778,-3.5132156573,-118.7592822796,-232.1805077497,1.04570125071896E-007,0.9999996863,1.04570125071896E-007,1.04570125071896E-007,1
Pentax_OptioA40_0_30712.JPG,79.626701,93.941963,-9.491405,-502.5454146587,-3.7990837225,-144.0279482142,-261.4844208396,1.39174122141937E-007,0.9999995825,1.39174122141937E-007,1.39174122141937E-007,1
Pentax_OptioA40_0_30713.JPG,78.335533,95.269745,-10.539786,-534.0733375175,-3.4218492697,-157.0552238593,-282.0969353539,9.54394054872309E-008,0.9999997137,9.54394054872309E-008,9.54394054872309E-008,1
Pentax_OptioA40_0_30714.JPG,77.954712,90.340607,-12.876546,-448.2651458531,-2.6267253639,-129.398225423,-237.7625655498,4.30933137738519E-008,0.9999998707,4.30933137738519E-008,4.30933137738519E-008,1
Pentax_OptioA40_0_30715.JPG,78.955765,91.189545,-14.372128,-501.3797339018,-2.7217023587,-145.589732548,-251.6287622217,4.73868531158458E-008,0.9999998578,4.73868531158458E-008,4.73868531158458E-008,1
Pentax_OptioA40_0_30716.JPG,81.036942,91.24839,-13.768562,-518.3620535521,-3.2520642964,-146.7365624402,-246.1583983944,8.05361888971552E-008,0.9999997584,8.05361888971552E-008,8.05361888971552E-008,1
Pentax_OptioA40_0_30717.JPG,81.423927,90.438652,-11.847121,-476.8530808603,-3.5390719693,-131.6586641692,-229.0400879156,1.07309180020501E-007,0.9999996781,1.07309180020501E-007,1.07309180020501E-007,1
Pentax_OptioA40_0_30718.JPG,80.096573,89.605896,-13.731945,-470.9717203564,-2.9207993746,-132.9454044469,-230.3732748673,5.78261909657388E-008,0.9999998265,5.78261909657388E-008,5.78261909657388E-008,1
Pentax_OptioA40_0_30719.JPG,79.796082,89.188065,-11.790598,-429.4200873105,-3.067480703,-119.3475376687,-218.4282202485,0.000000067,0.9999997991,0.000000067,0.000000067,1
Pentax_OptioA40_0_30720.JPG,79.954247,89.697136,-9.755223,-414.5334156405,-3.5237310051,-113.9816335283,-216.3789030949,1.05675517444673E-007,0.999999683,1.05675517444673E-007,1.05675517444673E-007,1
Pentax_OptioA40_0_30721.JPG,80.285667,91.188728,-8.23658,-432.4513912986,-4.079067466,-119.4128301372,-227.2308451397,1.84142403453576E-007,0.9999994476,1.84142403453576E-007,1.84142403453576E-007,1
Pentax_OptioA40_0_30722.JPG,76.746971,91.790741,-14.51022,-493.6819693787,-2.396775268,-147.1033409962,-262.968544281,3.4240795760115E-008,0.9999998973,3.4240795760115E-008,3.4240795760115E-008,1
Pentax_OptioA40_0_30723.JPG,75.307487,93.161545,-13.914038,-502.3350844157,-2.3902364244,-152.1251533192,-278.249440953,0.000000034,0.9999998979,0.000000034,0.000000034,1
Pentax_OptioA40_0_30724.JPG,74.889717,92.013878,-10.209233,-418.5693194663,-2.8247462753,-124.3141538473,-252.1947414066,5.25302253966599E-008,0.9999998424,5.25302253966599E-008,5.25302253966599E-008,1
Pentax_OptioA40_0_30725.JPG,76.512085,91.370102,-8.521783,-398.1426885665,-3.3374413549,-115.076168859,-236.7748183647,8.77141879630192E-008,0.9999997369,8.77141879630192E-008,8.77141879630192E-008,1
